FW_TILED,1024,256,0.9093
FW_TILED,2048,256,6.3254
FW_TILED,4096,256,50.8097
FW_TILED,1024,256,0.9089
FW_TILED,2048,256,6.3666
FW_TILED,4096,256,50.8228
FW_TILED,1024,256,0.9066
FW_TILED,2048,256,6.3449
FW_TILED,4096,256,50.8447
FW_TILED,1024,256,0.9079
FW_TILED,2048,256,6.3666
FW_TILED,4096,256,50.8348
FW_TILED,1024,256,0.9112
FW_TILED,2048,256,6.3295
FW_TILED,4096,256,50.8889
FW_TILED,1024,256,0.9109
FW_TILED,2048,256,6.3642
FW_TILED,4096,256,50.8743
FW_TILED,1024,256,0.9097
FW_TILED,2048,256,6.3277
FW_TILED,4096,256,50.8756

